oui_prefix,change_type,observed_at,previous_org,current_org,source_url,source_archive_url
0090D2,recased,2020-08-05T03:20:28.000Z,ARTEL VIDEO SYSTEMS,Artel Video Systems,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
00C09F,recased,2020-08-05T03:20:28.000Z,QUANTA COMPUTER INC.,Quanta Computer Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
00CBBD,renamed,2020-08-05T03:20:28.000Z,Cambridge Broadband Networks Ltd.,Cambridge Broadband Networks Group,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
047D7B,recased,2020-08-05T03:20:28.000Z,QUANTA COMPUTER INC.,Quanta Computer Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
084EBF,renamed,2020-08-05T03:20:28.000Z,Broad Net Mux Corporation,"Sumitomo Electric Industries, Ltd",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
088F2C,renamed,2020-08-05T03:20:28.000Z,Hills Sound Vision & Lighting,Amber Technology Ltd.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
089E01,recased,2020-08-05T03:20:28.000Z,QUANTA COMPUTER INC.,Quanta Computer Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
24FD0D,renamed,2020-08-05T03:20:28.000Z,INDÚSTRIA DE TELECOMUNICAÇÃO ELETRÔNICA,Intelbras,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
2C600C,recased,2020-08-05T03:20:28.000Z,QUANTA COMPUTER INC.,Quanta Computer Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
30B216,renamed,2020-08-05T03:20:28.000Z,ABB Power Grids Germany AG – Grid Automation,Hitachi ABB Power Grids – Grid Automation,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
340F66,renamed,2020-08-05T03:20:28.000Z,MicroArx Corporation,Web Sensing LLC,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
34873D,renamed,2020-08-05T03:20:28.000Z,"Quectel Wireless Solution Co.,Ltd.","Quectel Wireless Solutions Co., Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
54AB3A,recased,2020-08-05T03:20:28.000Z,QUANTA COMPUTER INC.,Quanta Computer Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
5865E6,renamed,2020-08-05T03:20:28.000Z,"INFOMARK CO., LTD.",infomark,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
60EB69,recased,2020-08-05T03:20:28.000Z,QUANTA COMPUTER INC.,Quanta Computer Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
702F4B,renamed,2020-08-05T03:20:28.000Z,PolyVision Inc.,Steelcase Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
7853F2,renamed,2020-08-05T03:20:28.000Z,ROXTON Ltd.,Roxton Systems Ltd.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
84EA97,recased,2020-08-05T03:20:28.000Z,"Shenzhen iComm Semiconductor Co., Ltd.","Shenzhen iComm Semiconductor CO.,LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
98C97C,recased,2020-08-05T03:20:28.000Z,"Shenzhen iComm Semiconductor CO,LTD","Shenzhen iComm Semiconductor CO.,LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
9C6937,renamed,2020-08-05T03:20:28.000Z,Qorvo Utrecht B.V.,Qorvo International Pte. Ltd.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
9CF61A,renamed,2020-08-05T03:20:28.000Z,UTC Fire and Security,Carrier Fire & Security,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
A486AE,renamed,2020-08-05T03:20:28.000Z,Quectel Wireless Solutions,"Quectel Wireless Solutions Co., Ltd.",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
A81E84,recased,2020-08-05T03:20:28.000Z,QUANTA COMPUTER INC.,Quanta Computer Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
AC9A96,renamed,2020-08-05T03:20:28.000Z,Lantiq Deutschland GmbH,"Maxlinear, Inc",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
C45444,recased,2020-08-05T03:20:28.000Z,QUANTA COMPUTER INC.,Quanta Computer Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
C49886,renamed,2020-08-05T03:20:28.000Z,Qorvo Utrecht B.V.,Qorvo International Pte. Ltd.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
C80AA9,recased,2020-08-05T03:20:28.000Z,QUANTA COMPUTER INC.,Quanta Computer Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
D03D52,renamed,2020-08-05T03:20:28.000Z,Vaion Limited,Ava Security Limited,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
D46A91,renamed,2020-08-05T03:20:28.000Z,Snap AV,SnapAV,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
D4A651,renamed,2020-08-05T03:20:28.000Z,Tuya HK Limited,"HANGZHOU AIXIANGJI TECHNOLOGY CO., LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
E89A8F,recased,2020-08-05T03:20:28.000Z,QUANTA COMPUTER INC.,Quanta Computer Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20200805032028id_/https://standards-oui.ieee.org/oui/oui.csv
0002C7,renamed,2020-11-28T14:05:02.000Z,"ALPS ELECTRIC CO., LTD.","ALPSALPINE CO,.LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20201128140502id_/https://standards-oui.ieee.org/oui/oui.csv
000334,renamed,2020-11-28T14:05:02.000Z,Newport Electronics,Omega Engineering Inc.,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20201128140502id_/https://standards-oui.ieee.org/oui/oui.csv
0006F5,renamed,2020-11-28T14:05:02.000Z,"ALPS ELECTRIC CO., LTD.","ALPSALPINE CO,.LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20201128140502id_/https://standards-oui.ieee.org/oui/oui.csv
0006F7,renamed,2020-11-28T14:05:02.000Z,"ALPS ELECTRIC CO., LTD.","ALPSALPINE CO,.LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20201128140502id_/https://standards-oui.ieee.org/oui/oui.csv
000704,renamed,2020-11-28T14:05:02.000Z,"ALPS ELECTRIC CO., LTD.","ALPSALPINE CO,.LTD",https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20201128140502id_/https://standards-oui.ieee.org/oui/oui.csv
0008B0,renamed,2020-11-28T14:05:02.000Z,BKtel communications GmbH,HUBER+SUHNER BKtel GmbH,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20201128140502id_/https://standards-oui.ieee.org/oui/oui.csv
000B4E,renamed,2020-11-28T14:05:02.000Z,"VertexRSI, General Dynamics SatCOM Technologies, Inc.",Communications & Power Industries,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20201128140502id_/https://standards-oui.ieee.org/oui/oui.csv
