oui_prefix,change_type,observed_at,previous_org,current_org,source_url,source_archive_url
28F5D1,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
2C00AB,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
2C1DB8,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
2C584F,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
2C7E81,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
2C9569,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
2C9924,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
2C9E5F,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
2CA17D,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
306023,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
341FE4,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
347A60,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
384C90,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
386BBB,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
38700C,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
3C0461,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
3C36E4,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
3C438E,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
3C754A,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
3C7A8A,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
3CDFA9,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
400D10,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
402B50,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
404C77,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
407009,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
40B7F3,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
40FC89,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
4434A7,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
446AB7,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
44AAF5,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
44E137,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
484EFC,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
48D343,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
4C1265,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
4C3089,renamed,2024-11-20T10:58:46.000Z,Thales Transportation Systems GmbH,Hitachi Rail GTS Deutschland GmbH,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
4C38D8,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
5075F1,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
509551,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
50A5DC,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
5465DE,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
54E2E0,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
5819F8,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
5856E8,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
5860D8,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
58FC20,renamed,2024-11-20T10:58:46.000Z,Altice Labs S.A.,Altice Labs,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
5C571A,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
5C8FE0,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
5CB066,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
5CE30E,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
601971,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
608CE6,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
6092F5,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
60D248,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
6402CB,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
641269,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
6455B1,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
64ED57,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
6833EE,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
68AAC4,renamed,2024-11-20T10:58:46.000Z,Altice Labs S.A.,Altice Labs,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
6C639C,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
6CA604,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
6CC1D2,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
6CCA08,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
704FB8,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
705425,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
707630,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
707E43,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
7085C6,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
70B14E,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
70DFF7,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
745612,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
748A0D,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
74E7C6,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
74EAE8,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
74F612,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
7823AE,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
786A1F,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
78719C,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
789684,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
7C2634,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
7CBF77,renamed,2024-11-20T10:58:46.000Z,SPEEDTECH CORP.,SPEEDTECH CORP. JIO,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
7CBFB1,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
8096B1,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
80E540,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
80F503,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
8461A0,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
8496D8,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
84BB69,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
84E058,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
8871B1,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
88964E,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
88EF16,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
8C09F4,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
8C5A25,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
8C5BF0,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
8C61A3,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
8C763F,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
8C7F3B,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
900DCB,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
901ACA,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
903EAB,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
90935A,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
909D7D,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
90B134,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
90C792,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
946269,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
94877C,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
948FCF,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
94CCB9,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
94E8C5,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
984B4A,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
986B3D,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
98F781,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
98F7D7,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
9C3426,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
9CC8FC,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
A055DE,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
A0687E,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
A0C562,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
A0E7AE,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
A405D6,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
A41588,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
A4438C,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
A47AA4,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
A49813,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
A4ED4E,renamed,2024-11-20T10:58:46.000Z,"ARRIS Group, Inc.",Commscope,https://standards-oui.ieee.org/oui/oui.csv,https://web.archive.org/web/20241120105846id_/https://standards-oui.ieee.org/oui/oui.csv
